# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
000307	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	16	toeven
000308	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	17	toeven
000309	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	18	toeven
000310	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	19	toeven
000311	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	20	toeven
000312	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	21	toeven
000313	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	22	toeven
000314	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	23	toeven
000315	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	24	toeven
000316	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	25	toeven
000317	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	26	toeven
000318	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	27	toeven
000319	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	28	toeven
000320	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	0	awayfromzero
000321	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	1	awayfromzero
000322	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	2	awayfromzero
000323	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	3	awayfromzero
000324	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	4	awayfromzero
000325	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	5	awayfromzero
000326	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	6	awayfromzero
000327	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	7	awayfromzero
000328	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	8	awayfromzero
000329	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	9	awayfromzero
000330	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	10	awayfromzero
000331	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	11	awayfromzero
000332	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	12	awayfromzero
000333	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	13	awayfromzero
000334	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	14	awayfromzero
000335	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	15	awayfromzero
000336	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	16	awayfromzero
000337	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	17	awayfromzero
000338	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	18	awayfromzero
000339	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	19	awayfromzero
000340	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	20	awayfromzero
000341	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	21	awayfromzero
000342	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	22	awayfromzero
000343	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	23	awayfromzero
000344	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	24	awayfromzero
000345	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	25	awayfromzero
000346	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	26	awayfromzero
000347	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	27	awayfromzero
000348	ok	00000002,00000000,00000000,80000000	00000002,00000000,00000000,80000000	28	awayfromzero
000349	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	0	toeven
000350	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	1	toeven
000351	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	2	toeven
000352	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	3	toeven
000353	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	4	toeven
000354	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	5	toeven
000355	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	6	toeven
000356	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	7	toeven
000357	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	8	toeven
000358	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	9	toeven
000359	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	10	toeven
000360	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	11	toeven
000361	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	12	toeven
000362	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	13	toeven
000363	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	14	toeven
000364	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	15	toeven
000365	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	16	toeven
000366	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	17	toeven
000367	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	18	toeven
000368	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	19	toeven
000369	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	20	toeven
000370	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	21	toeven
000371	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	22	toeven
000372	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	23	toeven
000373	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	24	toeven
000374	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	25	toeven
000375	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	26	toeven
000376	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	27	toeven
000377	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	28	toeven
000378	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	0	awayfromzero
000379	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	1	awayfromzero
000380	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	2	awayfromzero
000381	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	3	awayfromzero
000382	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	4	awayfromzero
000383	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	5	awayfromzero
000384	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	6	awayfromzero
000385	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	7	awayfromzero
000386	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	8	awayfromzero
000387	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	9	awayfromzero
000388	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	10	awayfromzero
000389	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	11	awayfromzero
000390	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	12	awayfromzero
000391	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	13	awayfromzero
000392	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	14	awayfromzero
000393	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	15	awayfromzero
000394	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	16	awayfromzero
000395	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	17	awayfromzero
000396	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	18	awayfromzero
000397	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	19	awayfromzero
000398	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	20	awayfromzero
000399	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	21	awayfromzero
000400	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	22	awayfromzero
000401	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	23	awayfromzero
000402	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	24	awayfromzero
000403	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	25	awayfromzero
000404	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	26	awayfromzero
000405	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	27	awayfromzero
000406	ok	0000000a,00000000,00000000,00000000	0000000a,00000000,00000000,00000000	28	awayfromzero
000407	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00010000	0	toeven
000408	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	1	toeven
000409	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	2	toeven
000410	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	3	toeven
000411	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	4	toeven
000412	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	5	toeven
000413	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	6	toeven
000414	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	7	toeven
000415	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	8	toeven
000416	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	9	toeven
000417	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	10	toeven
000418	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	11	toeven
000419	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	12	toeven
000420	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	13	toeven
000421	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	14	toeven
000422	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	15	toeven
000423	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	16	toeven
000424	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	17	toeven
000425	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	18	toeven
000426	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	19	toeven
000427	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	20	toeven
000428	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	21	toeven
000429	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	22	toeven
000430	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	23	toeven
000431	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	24	toeven
000432	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	25	toeven
000433	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	26	toeven
000434	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	27	toeven
000435	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	28	toeven
000436	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00010000	0	awayfromzero
000437	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	1	awayfromzero
000438	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	2	awayfromzero
000439	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	3	awayfromzero
000440	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	4	awayfromzero
000441	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	5	awayfromzero
000442	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	6	awayfromzero
000443	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	7	awayfromzero
000444	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	8	awayfromzero
000445	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	9	awayfromzero
000446	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	10	awayfromzero
000447	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	11	awayfromzero
000448	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	12	awayfromzero
000449	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	13	awayfromzero
000450	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	14	awayfromzero
000451	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	15	awayfromzero
000452	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	16	awayfromzero
000453	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	17	awayfromzero
000454	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	18	awayfromzero
000455	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	19	awayfromzero
000456	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	20	awayfromzero
000457	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	21	awayfromzero
000458	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	22	awayfromzero
000459	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	23	awayfromzero
000460	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	24	awayfromzero
000461	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	25	awayfromzero
000462	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	26	awayfromzero
000463	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	27	awayfromzero
000464	ok	00000001,00000000,00000000,00010000	00000001,00000000,00000000,00010000	28	awayfromzero
000465	ok	00000000,00000000,00000000,00000000	0000000b,00000000,00000000,00020000	0	toeven
000466	ok	00000001,00000000,00000000,00010000	0000000b,00000000,00000000,00020000	1	toeven
000467	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	2	toeven
000468	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	3	toeven
000469	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	4	toeven
000470	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	5	toeven
000471	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	6	toeven
000472	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	7	toeven
000473	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	8	toeven
000474	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	9	toeven
000475	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	10	toeven
000476	ok	0000000b,00000000,00000000,00020000	0000000b,00000000,00000000,00020000	11	toeven
